attack_date,Country,Area,Location,Activity,Gender,Fatal_Y/N
2013-08-13,USA,Hawaii,"Ka'a Point, Maui",Kiteboarding,F,N
2013-08-11,USA,South Carolina,Folly Beach,Surfing,M,N
2013-08-08,SOUTH AFRICA,Unknown,Unknown,Attempting to free the shark,M,N
2013-08-05,USA,Florida,"Sanibel Island, Lee County",Fishing,M,N
2013-07-31,USA,Hawaii,"Ulua Beach, Maui",Snorkeling,F,N
2013-07-30,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,N
2013-07-29,BAHAMAS,Abaco Islands,Scotland Cay,Spearfishing,M,N
2013-09-21,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,N
2013-08-26,FRANCE,Bay of Biscay,Unknown,Longline fishing for sharks,M,N
2013-09-25,USA,Florida,"Panama City, Bay County",Standing,M,N
2013-12-25,NEW CALEDONIA,North Province,"Lind�ralique, Hiengh�ne",Snorkeling,M,N
2013-09-29,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,N
2013-07-28,BAHAMAS,Exuma Islands,Compass Cay,Cleaning fish,M,N
2013-12-16,SOUTH AFRICA,Western Cape Province,Die Platt,Surfing,M,N
2013-12-13,KIRIBATI,740 miles SE of Tarawa Atoll,Unknown,Attempting to remove fishing net from submerged object,M,N
2013-12-11,USA,Hawaii,"Ninole Bay, Hawaii County",Boogie boarding,M,N
2013-12-10,USA,Florida,"Cocoa Beach, Brevard  County",Surfing,M,N
2013-12-05,AUSTRALIA,New South Wales,"Shelly Beach, near Port Macquarie",Surfing,M,N
2013-12-02,USA,Hawaii,"Between  Makena & Molokini, Maui",Kayaking / Fishing,M,Y
2013-11-30,AUSTRALIA,New South Wales,"Riecks Point,  Campbell�s Beach, ",Body boarding,M,Y
2013-11-29,USA,Hawaii,"Keawekapu Beach, Kihei, Maui",Snorkeling,F,N
2013-11-23,AUSTRALIA,Western Australia,Gracetown,Surfing,M,Y
2013-11-22,USA,Oregon,"Gleneden Beach, Lincoln County",Surfing,M,N
2013-11-12,AUSTRALIA,Western Australia,"Trigg Beach, Perth",Surfing,M,N
2013-11-10,BAHAMAS,Unknown,Off Cape Eleuthera,Shark fishing,M,N
2013-11-07,USA,New Jersey,"Bay Head, Ocean County",Body boarding,M,N
2013-11-07,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,N
2013-10-31,USA,Hawaii,"Kanaha Beach, Maui",Kiteboarding,M,N
2013-10-28,AUSTRALIA,Western Australia,Turquoise Bay,Snorkeling,F,N
2013-10-26,REUNION,d��tang-Sal�,Ravine Mula,Body boarding,M,N
2013-10-26,AUSTRALIA,Western Australia,"Little Island, near Hillarys",Diving for crayfish,M,N
2013-10-24,AUSTRALIA,New South Wales,South Narrabeen Beach,Surfing,M,N
2013-10-23,USA,Hawaii,"Waiehu, Maui",Diving ,M,N
2013-10-20,USA,Hawaii,"Pila'a Beach, Kaua'i",Surfing,M,N
2013-10-19,USA,Florida,Miami Beach,Wading,M,N
2013-10-11,SOUTH AFRICA,Eastern Cape Province,"Albatros Point, near Jeffrey's Bay",Swimming / snorkeling,M,Y
2013-10-08,AUSTRALIA,Western Australia,"Off Poison Creek, Cape Arid",Diving for Abalone,M,N
2013-10-05,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",Surfing,M,N
2013-10-05,USA,Florida,"Destin, Okaloosa County",Wading,M,N
2013-09-29,ISRAEL,Southern District,Ashdod,Diving,M,N
2013-07-28,BAHAMAS,Abaco Islands,Grand Cay,Diving,M,N
2013-07-29,MEXICO,Quintana Roo,Unknown,Wading,F,N
2013-07-19,USA,Alabama,"Gulf Shores, Baldwin County",Walking in surf,F,N
2013-04-13,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2013-04-13,GUAM,Unknown,Unknown,Unknown,M,Y
2013-04-10,FRENCH POLYNESIA,Tuamotus,"North Pass, Fakarava",Kite boarding,M,N
2013-04-04,USA,Florida,"Jensen Beach, Martin County ",Swimming,M,N
2013-04-02,AUSTRALIA,Western Australia,Perth,Unknown,M,Unknown
2013-04-02,USA,Hawaii,Ka�anapali Shores,Surfing,M,N
2013-03-31,AUSTRALIA,New South Wales,Terrigal Beach,Surfing,M,Unknown
2013-03-29,SEYCHELLES,Unknown,Ile Platte,Free diving,M,N
2013-03-21,BELIZE,Unknown,Unknown,Snorkeling,F,N
2013-03-21,BAHAMAS,Eleuthera,Savannah Sound,Fly fishing,M,N
2013-03-16,SOUTH AFRICA,Western Cape Province,De Mond,Fishing - 'tag & release',M,N
2013-03-16,SOUTH AFRICA,Western Cape Province,Hawston Beach,Surfing,M,N
2013-03-10,AUSTRALIA,Western Australia,African Reef off Geraldton,Spearfishing,M,N
2013-04-14,SOUTH AFRICA,Western Cape Province,False Bay,Free diving,M,N
2013-03-10,PHILIPPINES,Palawan,Off Likas Island,Swimming to shore with floatioon devices after boat engine conked out,M,N
2013-02-27,NEW ZEALAND,North Island,Muriwai,Swimming,M,Y
2013-02-21,USA,Hawaii,"Ka'anapali, Honokowai, Maui",Surfing,Unknown,N
2013-02-21,USA,Hawaii,"Paia Bay, Maui",Surfing,M,N
2013-02-10,USA,Florida,"""Stuart Rocks"", Martin County",Surfing,M,N
2013-02-09,FRENCH POLYNESIA,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Scuba diving,M,N
2013-02-01,JAMAICA,Kingston Parish,Pedro Cays,Unknown,M,N
2013-01-26,AUSTRALIA,Victoria,Cape Nelson,Fishing,M,N
2013-01-25,AUSTRALIA,Queensland,Noosa,Surfing,M,N
2013-01-21,AUSTRALIA,Queensland,Bullcock Beach,Dragging stranded shark into deeper water,M,Unknown
2013-01-16,USA,Hawaii,Kiholo Bay,Surfing,M,N
2013-01-13,NEW ZEALAND,Mercury Islands,Great Mercury Island,Spearfishing,M,N
2013-01-05,AUSTRALIA,Western Australia,Near Legendre Island,Spearfishing / Free diving,M,N
2013-07-22,BRAZIL,Pernambuco,"Boa Viagem Beach, Recife",Swimming,F,Y
2013-03-03,SOUTH AFRICA,Eastern Cape Province,Port St. John's,Swimming,M,N
2013-04-17,USA,Florida,"Near Boynton Beach, Palm Beach County",Playing in the surf,M,N
2013-03-12,JAMAICA,St. Catherine,Pillikin Red Light area ,Spearfishing,M,Y
2013-04-24,MEXICO,Quintana Roo,"Seagull Beach, Cancun",Swimming,F,N
2013-04-21,AUSTRALIA,New South Wales,Crowdy Head,Fishing,M,N
2013-07-15,REUNION,Saint-Paul,Le cimeti�re marin,Swimming & snorkeling,F,Y
2013-07-14,DIEGO GARCIA,Unknown,Unknown,Swimming,M,Y
2013-07-11,USA,North Carolina,Holden Beach. Brunswick County,Wading,F,N
2013-07-09,SPAIN,Catalonia,"Sant Marti d�Empuries Beach, L�Escala",Swimming,M,Unknown
2013-07-02,AUSTRALIA,Victoria,"Flinders, Mornington Penisula",Body surfing,M,N
2013-06-30,TAIWAN,Taitung ,Unknown,Fishing,M,N
2013-06-27,JAMAICA,Kingston Parish,Port Royal,Unknown,M,Unknown
2013-06-25,USA,California,"Pacific State , San Mateo County",Kayaking / Fishing,M,N
2013-06-25,USA,Florida,"Jacksonville, Duval County",Swimming,M,N
2013-06-25,USA,South Carolina,"Kiawah Island, Charleston County",Swimming,M,N
2013-06-18,USA,Hawaii,Kona Coast State Park,Swimming,M,N
2013-06-17,USA,Texas,"Surfside Beach, Brazoria County",Swimming,M,N
2013-06-16,SOUTH AFRICA,Eastern Cape Province,Queensberry Bay,Surfing,M,N
2013-07-17,USA,Florida,"Butler Beach, St Augustine,       St. Johns County",Swimming ,M,N
2013-04-28,AUSTRALIA,New South Wales,Emerald Beach,Fishing,M,N
2013-06-15,USA,Florida,"Atlantic Beach, Duval County",Surfing,F,N
2013-05-04,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,N
2013-05-08,REUNION,Saint-Gilles,Brisant Beach,Body boarding,M,Y
2013-05-08,USA,California,"Tourmaline Surf Park, San Diego County",Surfing,M,Unknown
2013-05-23,PALESTINIAN TERRITORIES,Unknown,Gaza,Fishing,M,N
2013-05-14,ECUADOR,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,M,N
2013-05-27,USA,Florida,"Ormond Beach, Volusia County",Swimming,M,N
2013-05-27,USA,Hawaii,"Halewia, Oahu",Diving,M,N
2013-06-06,AUSTRALIA,New South Wales,Target Beach,Surfing,M,N
2013-06-06,USA,Florida,"Off Snipe Point, Florida Keys, Monroe County",Fishing for sharks,M,N
2013-06-14,USA,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,F,N
2013-05-23,BRAZIL,Pernambuco,Coral Cove Beach,Unknown,M,Y
2014-09-02,USA,Florida,"Fletcher Beach, Hutchinson Island, Martin County",Fishing,M,N
2014-08-29,USA,Florida,"Ponce Inlet, Volusia County",Surfing,M,N
2014-08-31,USA,Florida,"New Smyrna Beach, Volusia County",Body surfing,F,N
2014-09-01,SPAIN,Catalonia,Salou,Playing with an air mattress,M,N
2014-09-03,USA,Massachusetts,"Manomet Point, Plymouth, Plymouth County",Kayaking ,F,N
2014-10-02,USA,California,"Walls Beach, Vandenberg AFB, Santa Barbara County",Surfing,M,N
2014-09-09,AUSTRALIA,New South Wales,"Clarkes Beach, Byron Bay",Swimming,M,Y
2014-09-13,USA,California,"Manresa State Beach, Santa Cruz County",Surfing,M,Unknown
2014-09-13,FRENCH POLYNESIA,Moorea,Tiahura Lagoon,Feeding fish,F,N
2014-09-21,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2014-08-29,USA,Florida,"Atlantic Beach, Duval County",Unknown,Unknown,Unknown
2014-10-02,AUSTRALIA,Western Australia,"Kelpids Beach, Wylie Bay, Esperance",Surfing,M,N
2014-09-06,USA,Alabama,"Katrina Cut, Dauphin Island, Mobile County",Fishing ,M,N
2014-08-28,USA,Maryland,Assateague National Seashore,Fishing,M,N
2014-08-12,USA,Florida,"3 to 4 miles west of Indian Pass, Gulf County",Standing,M,N
2014-08-27,USA,North Carolina,"Figure Eight Island,  New Hanover County",Surfing,M,N
2014-08-27,USA,South Carolina,"Surfside Beach, Horry  County",Standing,F,N
2014-08-25,USA,Florida,Apalachicola Bay ,Fishing for sharks,M,N
2014-08-24,USA,North Carolina,"Off Masonboro Island, New Hanover County",Kite boarding,Unknown,N
2014-08-16,AUSTRALIA,Western Australia,Gnaraloo,Spearfishing,M,N
2014-08-10,USA,Florida,"Hallandale Beach, Broward County",Unknown,M,N
2014-08-09,BAHAMAS,Unknown,Unknown,Spearfishing,M,N
2014-08-09,USA,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Swimming,F,N
2014-08-08,USA,Louisiana,"Lake Ponchartain off Southshore Harbor, New Orleans",Swimming,M,N
2014-08-06,USA,South Carolina,"Folly Beach, Charleston County",Boogie boarding,M,N
2014-08-05,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,F,N
2014-08-02,USA,Florida,"South of Cocoa Beach, Brevard County",Surfing,M,N
2014-08-02,USA,Florida,"Table Beach, Brevard County",Boogie boarding,M,N
2014-08-27,SPAIN,Alicante,Benidorm,Swimming,F,N
2014-10-03,USA,California,Santa Barbara County,Kayaking ,M,N
2014-12-29,AUSTRALIA,New South Wales,Bherwerre Beach,Surfing,Unknown,N
2014-10-05,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2014-08-01,SOUTH AFRICA,Western Cape Province,Muizenberg,Surfing,M,N
2014-12-29,AUSTRALIA,Western Australia,Three Stripes near Cheynes Beach,Spearfishing,M,Y
2014-12-28,GREECE,Unknown,33 nautical miles off Othonoi Island,Unknown,Unknown,N
2014-12-28,SOUTH AFRICA,KwaZulu-Natal,Durban,Swimming,Unknown,Unknown
2014-12-28,USA,California,"Monta�a de Oro State Park, San Luis Obispo County ",Surfing,M,N
2014-12-28,AUSTRALIA,Victoria,Paradise Beach,Fishing,M,N
2014-12-23,JAPAN,Unknown,Unknown,Diving / Filming,M,N
2014-12-15,AUSTRALIA,Queensland,Rudder Reef,Spearfishing,M,Y
2014-12-03,SPAIN,Granada,Off Motril,Fishing for blue sharks,M,N
2014-11-29,AUSTRALIA,Western Australia,"Pyramids Beach, Port Bouvard",Surfing,M,N
2014-11-20,MAURITIUS,Cargados Carajos Shoals (St. Brandon),Unknown,Fishing,M,Y
2014-11-19,AUSTRALIA,Western Australia,Freo,Fishing,M,N
2014-11-17,USA,California,"Franklin Point, San Mateo County",Unknown,Unknown,N
2014-11-16,USA,Florida,"Indian Harbor Beach, Brevard County",Surfing,M,N
2014-11-13,USA,Hawaii,"Airplane Beach, Lahina, West Maui",Snorkeling,M,N
2014-11-10,AUSTRALIA,New South Wales,Moonee Beach,Surfing,M,N
2014-11-08,USA,Florida,"Fort Pierce Inlet State Park, St. Lucie County",Surfing,M,N
2014-10-31,USA,Hawaii,"North Kohala, Hawaii County",Surfing,F,N
2014-10-30,AUSTRALIA,New South Wales,Wallabi Point,Surfing,M,N
2014-10-22,USA,Hawaii,"Kihei, Maui",Stand-Up Paddleboarding,F,N
2014-10-20,USA,Hawaii,"Kahului, Maui",Stand-Up Paddleboarding,M,N
2014-10-19,USA,California,"Leadbetter Beach, Santa Barbara County",Canoeing,F,N
2014-10-18,USA,Hawaii,"Maalaea, South Maui",Surfing,M,N
2014-10-17,AUSTRALIA,New South Wales,Avoca Beach,Surfing,F,N
2014-10-14,USA,South Carolina,"Hilton Head Island, Beaufort County",Standing in inner tube,F,N
2014-10-12,USA,Florida,"Melbourne Beach, Brevard County",Body surfing or Boogie boarding,F,N
2014-10-11,AUSTRALIA,Western Australia,"Castle Rock, north of Dunsborough",Kayaking,M,N
2014-10-05,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2014-10-07,USA,Florida,"Cherie Down Park, Brevard County",Fishing,F,N
2014-10-03,USA,California,Santa Barbara County,Kayaking,M,N
2014-08-01,Unknown,Unknown,Unknown,Sea disaster,M,Unknown
2014-02-20,FRENCH POLYNESIA,Society Islands,Huahine,Kitesurfing,M,N
2014-07-22,REUNION,Saint-Leu,Unknown,Surfing,M,N
2014-05-01,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2014-04-24,AUSTRALIA,Western Australia,"South Passage, south of Coral Bay",Spearfishing,M,N
2014-04-22,USA,Florida,"Cocoa Beach, Brevard  County",Swimming,M ,N
2014-04-15,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,N
2014-04-12,SOUTH AFRICA,Unknown,Unknown,Shark watching,Unknown,N
2014-04-12,SOUTH AFRICA,Eastern Cape Province,Port Alfred,Fishing,M,N
2014-04-04,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2014-04-04,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2014-04-03,AUSTRALIA,New South Wales,Tathra,Swimming,F,Y
2014-03-29,AUSTRALIA,Western Australia,Off Dawesville Cut,Diving for lobsters,M,Unknown
2014-03-22,SOUTH AFRICA,Eastern Cape Province,"Second Beach, Port St Johns",Swimming,M,Y
2014-03-22,USA,Florida,Delray Beach,Kite Surfing,M,N
2014-03-21,USA,Florida,Macarthur State Park,Surfing,M,N
2014-05-04,SOUTH AFRICA,Western Cape Province,Simonstown,Diving,Unknown,N
2014-03-18,AUSTRALIA,Victoria,Winkipop Beach,Surfing,M,N
2014-03-12,AUSTRALIA,New South Wales,Lighthouse Beach,Swimming,M,N
2014-03-13,CAYMAN ISLANDS,Unknown,Unknown,Scuba diving / culling lionfish,M,Unknown
2014-03-02,USA,Florida,"Santa Lucea Beach, South Hutchinson Island, St. Lucie County",Surfing,M,N
2014-02-17,PAPUA NEW GUINEA,Unknown,Unknown,Sailing,M,N
2014-02-08,AUSTRALIA,South Australia,"Goldsmith Beach, Yorke Peninsula",Spearfishing / Free diving,M,Y
2014-02-07,TRINIDAD & TOBAGO,Trinidad,Unknown,Fishing,M,N
2014-02-07,NEW ZEALAND,South Island,Porpoise Bay,Surfing,M,N
2014-01-26,AUSTRALIA,New South Wales,Umina Beach,Fishing,M,N
2014-01-25,NEW ZEALAND,South Island,Garden Bay near Cosy Nook,Spearfishing,M,N
2014-01-04,JAPAN,Okinawa Prefecture,Off Miyako Island,Sea disaster,M,N
2014-01-01,USA,Hawaii,Unknown,Free diving / Photographing pilot whales,M,N
2014-01-01,NEW ZEALAND,Unknown,Stewart Island,Filming a documentary,Unknown,N
2014-07-27,USA,North Carolina,"Sunset Beach, Brunswick County",Swimming,M,N
2014-03-18,AUSTRALIA,New South Wales,Lennox Head,Unknown,F,Unknown
2014-05-06,USA,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Swimming,F,N
2014-03-18,NEW CALEDONIA,Baie de Sainte-Marie,Unknown,Kite Surfing,M,N
2014-05-11,USA,Georgia,"Tybee Island, Chatham County",Surfing,M,N
2014-07-21,USA,Florida,"Indialantic, Brevard County",Standing,M,N
2014-07-20,SPAIN,Canary Islands,"Teresita, Santa Cruz, Tenerife",Wading,Unknown,N
2014-05-10,USA,Florida,"Bethel Shoals, Indian River County",Diving,M,Unknown
2014-07-16,USA,Hawaii,"Paia Bay, Maui",Swimming,M,N
2014-07-14,USA,Florida,Okaloosa Island,Swimming,M,N
2014-07-13,BAHAMAS,West End,Tiger Beach,Shark diving,M,Unknown
2014-07-12,USA,North Carolina,"Masonboro Island, New Hanover County",Body surfing,M,N
2014-07-09,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2014-07-05,USA,California,"Manhattan Beach, Los Angeles County",Swimming,M,N
2014-07-05,USA,California,"Oceano Dunes State Beach, San Luis Obispo County",Surfing,M,N
2014-06-27,ST. MARTIN,Unknown,20 miles from shore,Transatlantic Rowing,M,N
2014-06-25,BAHAMAS,Abaco Islands,Unknown,Spearfishing,M,N
2014-06-18,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Surfing,M,N
2014-06-18,AUSTRALIA,South Australia,"Middleton Point, Fleurieu Peninsula",Body boarding,M,N
2014-06-17,AUSTRALIA,Western Australia,Horizontal Falls,Petting a shark,M,N
2014-07-03,USA,South Carolina,"Isle of Palms, Charleston County",Body surfing,M,N
2014-06-09,BRAZIL,Unknown,500 km off the coast of Pernambuco,Fishing,M,N
2014-05-13,USA,Florida,"Jacksonville Beach, Duval County",Wading,F,N
2014-05-14,AUSTRALIA,South Australia,"Elliston, Eyre Peninsula",Surfing,M,N
2014-05-22,AUSTRALIA,New South Wales,The Australian Shark and Ray Centre,Teasing a shark,M,N
2014-05-23,FRANCE,Wallis and Futuna,Wallis Island,Scuba diving,M,N
2014-05-27,AUSTRALIA,Queensland,Nerang River near Chevron Island,Fell into the water,F,N
2014-06-01,USA,Palmyra Atoll,Unknown,Tagging sharks,F,N
2014-06-01,AUSTRALIA,New South Wales,"Seven Mile Beach, Gerroa",Surfing,M,N
2014-05-15,USA,Florida,"Juan Ponce de Le�n Landing, Melbourne Beach, Brevard County",Body boarding,F,N
2014-06-07,USA,Texas,"West Beach, Galveston",Kneeling in the water,F,N
2014-06-08,JAPAN,Atsumi peninsula,Aichi,Surfing,M,N
2014-06-09,AUSTRALIA,South Australia,"Parsons Beach,  Fleurieu Peninsula",Body boarding,M,N
2014-06-09,USA,Delaware,"Cape Henlopen State Park, Sussex County",Standing,M,N
2014-06-01,USA,Florida,Fort Lauderdale,Swimming,F,N
2015-09-01,THAILAND,Phuket,Karon Beach,Wading,F,N
2015-09-03,USA,South Carolina,"Myrtle Beach, Horry County",Unknown,M,N
2015-09-04,AUSTRALIA,New South Wales,Hallidays Point,Surf-skiing,M,N
2015-09-05,USA,California,"Deer Creek Beach, Ventura County",Kayak Fishing,M,N
2015-09-06,USA,California,"El Pescador Beach, Los Angeles County",Stand-Up Paddleboarding,F,N
2015-09-08,AUSTRALIA,New South Wales,North Shelly Beach,Surfing,M,N
2015-09-19,USA,California,"Gaviota State Beach, Santa Barbara County",Kayak Fishing,M,N
2015-09-18,USA,Florida,"Big Talbot Island, Duval County",Swimming,M,N
2015-09-20,USA,Florida,"Vilano Beach, St.  Johns County",Photographing fish,M,N
2015-09-20,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2015-09-20,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",Wading,M,N
2015-09-20,USA,Hawaii,"Upolu Point, North Kohala, Big Island",Spearfishing,M,N
2015-09-01,FIJI,Unknown,Unknown,Spearfishing,M,N
2015-09-17,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,N
2015-08-29,USA,California,"Morro Strand State Beach, San Luis Obispo County",Surfing,F,N
2015-07-23,USA,California,"La Jolla, San Diego County",Kayak Fishing,M,N
2015-08-22,USA,Florida,"Cocoa Beach, Brevard  County",Unknown,M,Unknown
2015-09-24,USA,California,"Horseshoe Rock, Santa Barbara County",Kayak fishing,M,N
2015-07-22,REUNION,Unknown,St. Leu,Surfing,M,N
2015-07-23,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,Surfing,M,N
2015-07-25,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",Scallop diving on hookah,M,Y
2015-07-26,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,N
2015-07-27,AUSTRALIA,Victoria,Tyrendarra Beach,Surfing,M,Unknown
2015-08-29,USA,California,"Morro Bay, San Luis Obispo County",Surfing,M,N
2015-07-28,COSTA RICA,Guanacaste,Playa Grande,Surfing,M,N
2015-08-10,USA,California,Cortes Bank,Spearfishing,M,N
2015-08-18,SPAIN,Alicante,"Poniente Beach, Benidorm",Swimming,M,Unknown
2015-08-18,USA,California,Santa Barbara County,Kayak Fishing,M,N
2015-08-19,USA,Florida,"Jacksonville Beach, Duval County",Walking,F,N
2015-08-20,USA,South Carolina,"Murrells Inlet, Georgetown County",Surfing,M,N
2015-08-22,AUSTRALIA,New South Wales,Lighthouse Beach,Surfing,M,N
2015-07-31,AUSTRALIA,New South Wales,Evans Head,Surfing,M,N
2015-09-26,AUSTRALIA,Queensland,"Russel Island, Frankland Group",Snorkeling,F,N
2015-12-21,BRAZIL,Pernambuco,Fernano de Noronha,Scuba diving,M,N
2015-10-04,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,N
2015-11-10,AUSTRALIA,New South Wales,East Ballina,Surfing,M,N
2015-11-15,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",Surfing,M,N
2015-11-15,USA,Florida,"Palm Beach, Palm Beach County",Swimming,F,N
2015-11-16,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,N
2015-11-20,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",Snorkeling,M,N
2015-12-08,SOUTH AFRICA,Eastern Cape Province,Mpande,Swimming / Wading,F,N
2015-12-23,USA,Florida,"Paradise Beach, Melbourne, Brevard County",Surfing,F,Unknown
2015-12-11,BAHAMAS,Unknown,Off Andros Island,Lobster fishing,M,N
2015-12-19,ARUBA,Unknown,Boat capsized,Sea disaster,M,Y
2015-12-21,AUSTRALIA,New South Wales,Bondi Beach,Surfing,M,N
2015-12-22,USA,Hawaii,La'aloa Beach Park,Paddle boarding,M,N
2015-12-25,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",Swimming,F,N
2015-12-26,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,Kayak Fishing,M,N
2015-07-19,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,Surfing,M,N
2015-12-13,AUSTRALIA,New South Wales,Lake Macquarie,Fishing,Unknown,N
2015-11-03,USA,Hawaii,"Kehena Beach, Hawaii",Swimming,M,N
2015-11-01,USA,Florida,"Cocoa Beach, Brevard  County",Wading,F,N
2015-11-01,MOZAMBIQUE,Inhambane Province,Maxixe,Fishing,M,N
2015-10-05,USA,Texas,Galveston,Wading,M,N
2015-10-05,USA,Florida,"Pepper Park Beach, St. Lucie County",Body boarding,M,N
2015-10-07,AUSTRALIA,Western Australia,Pyramids Beach,Surfing,M,N
2015-10-08,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",Fishing,M,N
2015-10-09,USA,Hawaii,"Leftovers, Oahu",Surfing,M,N
2015-10-09,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",Boogie boarding,F,N
2015-10-13,USA,California,"Off Leffingwell Landing, San Luis Obispo County",Kayak Fishing,M,N
2015-10-17,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",Swimming,M,N
2015-10-17,USA,Hawaii,"Waikiki, ",Surfing,M,Unknown
2015-10-17,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",Fishing for shrimp,F,Y
2015-10-19,USA,Florida,"Deerfield Beach, Broward County",Surfing,M,N
2015-10-21,USA,Florida,"Playalinda Beach, Brevard County",Surfing,M,N
2015-10-25,SOUTH AFRICA,Western Cape Province,Stil Bay,Surfing,M,N
2015-10-28,USA,Hawaii,"Malaka, Oahu",Body boarding,M,N
2015-10-30,AUSTRALIA,Western Australia,Bald Island,Spearfishing,M,N
2015-09-29,USA,Florida,"Vilano Beach, St.  Johns County",Surfing,M,N
2015-07-10,USA,California,"Huntington Beach, Orange County",Surfing,M,N
2015-07-26,USA,South Carolina,"Edisto Beach, Colleton County",Floating,F,Unknown
2015-07-06,FRENCH POLYNESIA,Bora Bora,Unknown,Swimming,M,Unknown
2015-03-11,AUSTRALIA,New South Wales,"Julian Rocks, Byron Bay",Fishing,M,N
2015-03-16,FRENCH POLYNESIA,Bora Bora,Anau,Hand feeding sharks,M,N
2015-03-18,USA,Hawaii,Hapuna Beach,Standing / Snorkeling,M,N
2015-03-21,EGYPT,Unknown,Marsa Alam,Swimming,M,Y
2015-03-26,SOUTH AFRICA,Eastern Cape Province,Yellow Sands Point,Kayak Fishing,M,N
